u,g,r,i,z,class
17.86257,16.0304,15.183710000000001,14.77641,14.46817,GALAXY
18.27652,16.44193,15.60334,15.1939,14.884820000000001,GALAXY
16.42626,15.44781,14.9818,14.69134,14.49515,GALAXY
19.512929999999997,18.31626,17.7549,17.445529999999998,17.28869,GALAXY
18.83318,17.35363,16.650660000000002,16.25375,15.99208,GALAXY
19.1706,19.13802,19.139789999999998,18.81334,18.81707,QSO
18.628989999999998,18.16838,18.19385,18.0859,18.20611,QSO
18.83081,17.59405,17.04104,16.65295,16.41831,GALAXY
18.99245,18.79392,18.45554,18.5167,17.89082,QSO
19.48209,18.11221,17.24895,16.81259,16.46791,GALAXY
18.90576,17.622120000000002,17.06624,16.782970000000002,16.64405,GALAXY
17.560760000000002,15.72095,14.913379999999998,14.528070000000001,14.234329999999998,GALAXY
19.41473,17.97321,16.883129999999998,16.43307,16.07941,GALAXY
19.51138,17.70789,16.861710000000002,16.510170000000002,16.25556,GALAXY
18.2044,16.232029999999998,15.332889999999999,14.91536,14.57567,GALAXY
18.17823,17.80836,17.78333,17.58031,17.68944,QSO
18.65842,18.35241,17.95262,17.83652,17.84721,QSO
18.68165,17.61099,17.09123,16.6869,16.5636,GALAXY
19.36054,18.95199,18.89087,18.70624,18.46319,QSO
19.37009,19.409110000000002,19.141270000000002,18.99425,19.14285,QSO
19.31069,17.733970000000003,17.18069,16.812829999999998,16.60035,GALAXY
18.83831,16.96523,16.11942,15.715620000000001,15.40315,GALAXY
19.09945,17.49326,16.7184,16.278229999999997,15.98763,GALAXY
18.87801,18.79948,18.613429999999997,18.6114,18.67694,QSO
17.45208,15.780779999999998,15.02961,14.6374,14.325289999999999,GALAXY
19.233220000000003,17.230339999999998,16.284370000000003,15.85724,15.514370000000001,GALAXY
19.04256,17.55847,16.89639,16.48859,16.226020000000002,GALAXY
17.45796,17.08016,16.79251,16.65139,16.62872,QSO
17.901970000000002,16.9388,16.435010000000002,16.04326,15.87626,GALAXY
18.45577,16.53952,15.62485,15.13776,14.75774,GALAXY
19.33032,17.44236,16.58334,16.19172,15.87614,GALAXY
18.0747,16.798479999999998,16.2101,16.09386,15.683779999999999,GALAXY
19.52681,18.01755,17.26267,16.83951,16.54466,GALAXY
18.74794,17.334570000000003,16.74547,16.43086,16.20893,GALAXY
19.44654,17.94351,17.120179999999998,16.74718,16.41393,GALAXY
19.56385,17.66917,16.6534,16.1343,15.72055,GALAXY
19.4302,19.36613,19.15871,19.1158,19.02403,QSO
18.283820000000002,17.48263,17.03182,16.49193,16.49331,GALAXY
18.39307,17.28029,16.738889999999998,16.36394,16.21625,GALAXY
18.47338,16.64732,15.7681,15.33636,14.99,GALAXY
17.69003,15.669279999999999,14.76415,14.328,14.00735,GALAXY
18.226689999999998,17.00114,16.395770000000002,16.02926,15.76494,GALAXY
18.267870000000002,17.12709,16.70606,16.442529999999998,16.39348,GALAXY
19.52485,17.43209,16.41349,15.98046,15.613389999999999,GALAXY
17.53829,17.205170000000003,17.21975,17.16396,16.844479999999997,QSO
18.90565,17.18447,16.41473,16.03515,15.734779999999999,GALAXY
18.78651,17.73092,17.29895,17.06458,16.83809,GALAXY
17.53644,16.31481,15.75733,15.41525,15.196760000000001,GALAXY
18.32094,18.240289999999998,18.24784,18.00144,17.96288,QSO
19.521379999999997,18.44034,17.77369,17.358539999999998,17.09872,GALAXY
19.5346,18.318189999999998,17.85641,17.5437,17.31782,GALAXY
18.54476,17.021639999999998,16.23392,15.78553,15.478420000000002,GALAXY
17.098879999999998,15.738629999999999,15.051110000000001,14.677179999999998,14.36244,GALAXY
18.08676,16.93137,16.5774,16.39665,16.31223,GALAXY
19.10228,17.910220000000002,17.319670000000002,16.95812,16.74023,GALAXY
19.55203,18.10436,17.31484,16.90162,16.59425,GALAXY
17.94845,16.04167,15.19599,14.781429999999999,14.444920000000002,GALAXY
19.56104,17.50627,16.575429999999997,16.07759,15.723220000000001,GALAXY
19.47127,17.99193,17.0855,16.64365,16.34864,GALAXY
18.91038,18.800320000000003,18.738220000000002,18.5208,18.596610000000002,QSO
19.47041,17.86003,17.02789,16.60312,16.25628,GALAXY
19.47391,17.49095,16.52396,16.07581,15.69253,GALAXY
18.30038,16.544520000000002,15.59123,15.093810000000001,14.67645,GALAXY
17.9262,16.569470000000003,15.8692,15.49037,15.221020000000001,GALAXY
19.31788,18.185570000000002,17.613529999999997,17.24276,17.02853,GALAXY
19.415879999999998,17.595579999999998,16.67061,16.08716,15.71135,GALAXY
19.5548,17.75536,16.99421,16.64216,16.392770000000002,GALAXY
18.85445,17.15758,16.46535,16.09863,15.848279999999999,GALAXY
18.92812,17.66103,17.17644,16.88673,16.6925,GALAXY
19.46556,19.31726,19.2709,19.162010000000002,19.05486,QSO
19.296789999999998,17.38242,16.46596,16.03331,15.664129999999998,GALAXY
19.0368,17.602929999999997,16.934820000000002,16.54084,16.25849,GALAXY
19.57219,17.5773,16.6596,16.19744,15.905470000000001,GALAXY
19.2785,17.949279999999998,17.187089999999998,16.77267,16.51887,GALAXY
18.8355,17.635920000000002,17.02751,16.63928,16.396079999999998,GALAXY
19.43909,18.32506,17.80012,17.45041,17.294,GALAXY
19.01371,18.47041,17.73087,17.261429999999997,17.0268,QSO
19.09124,17.504360000000002,16.74693,16.38092,16.085079999999998,GALAXY
18.49845,17.4165,17.04775,16.79239,16.65011,GALAXY
18.628529999999998,16.91566,16.17173,15.82996,15.58102,GALAXY
19.54115,17.681079999999998,16.72322,16.28885,15.9459,GALAXY
18.9214,17.56273,17.08055,16.78399,16.62044,GALAXY
18.553520000000002,17.21634,16.608,16.2656,16.03118,GALAXY
18.22501,16.27873,15.326929999999999,14.89143,14.550989999999999,GALAXY
19.57077,18.39167,17.68145,17.303720000000002,17.05027,GALAXY
19.25864,17.23304,16.18219,15.72016,15.303320000000001,GALAXY
18.65324,18.3827,18.281270000000003,18.128870000000003,17.99158,QSO
19.26462,18.872120000000002,18.835179999999998,18.77308,18.62718,QSO
19.10065,17.411189999999998,16.66554,16.27619,16.0129,GALAXY
19.4579,17.54566,16.58214,16.14295,15.800839999999999,GALAXY
18.66461,17.1343,16.387620000000002,15.9099,15.60966,GALAXY
18.116770000000002,16.03817,14.98224,14.51491,14.1459,GALAXY
18.818170000000002,17.77262,17.37246,17.0887,16.94368,GALAXY
17.40841,15.785860000000001,15.073070000000001,14.695110000000001,14.413789999999999,GALAXY
19.31612,17.39392,16.25551,15.797629999999998,15.441479999999999,GALAXY
19.13901,17.72164,17.07321,16.7062,16.48125,GALAXY
19.052770000000002,17.03395,16.04052,15.58257,15.20986,GALAXY
19.59171,17.98421,16.969920000000002,16.478939999999998,16.04683,GALAXY
19.519470000000002,17.4777,16.3369,15.866660000000001,15.50128,GALAXY
19.56596,18.08592,17.1996,16.74981,16.444110000000002,GALAXY
18.20339,16.50842,15.654739999999999,15.20006,14.82221,GALAXY
18.915570000000002,18.83752,18.60569,18.632279999999998,18.726029999999998,QSO
17.15309,15.48565,14.7991,14.467989999999999,14.19457,GALAXY
19.44831,17.80407,17.04472,16.67882,16.39746,GALAXY
19.406570000000002,17.83981,17.1165,16.68283,16.39655,GALAXY
19.1649,18.03993,17.5096,17.14857,16.98487,GALAXY
18.79915,17.10445,16.23329,15.750279999999998,15.39541,GALAXY
17.58805,15.76464,14.8815,14.458860000000001,14.129660000000001,GALAXY
19.03295,17.81975,17.28933,16.97543,16.73861,GALAXY
17.436510000000002,15.71449,14.869729999999999,14.434479999999999,14.10382,GALAXY
19.49159,17.8554,17.0315,16.701620000000002,16.37968,GALAXY
19.59892,17.70993,16.7008,16.24648,15.89325,GALAXY
19.11555,19.02925,18.98666,18.73651,18.68892,QSO
18.683770000000003,16.68538,15.72625,15.2262,14.81955,GALAXY
19.49299,19.31972,19.22878,19.062829999999998,18.93666,QSO
19.07838,17.07895,16.12946,15.693810000000001,15.351120000000002,GALAXY
19.137929999999997,18.01815,17.49609,17.09177,16.878829999999997,GALAXY
19.444979999999997,17.67098,16.7948,16.39582,16.112460000000002,GALAXY
16.91261,15.97705,15.652779999999998,15.487810000000001,15.34094,GALAXY
19.25171,17.23999,16.19284,15.734129999999999,15.375929999999999,GALAXY
18.86308,17.18437,16.48742,16.17255,15.934079999999998,GALAXY
19.369410000000002,17.45618,16.58067,16.14978,15.80533,GALAXY
19.39154,19.348029999999998,19.10015,18.97772,18.950779999999998,QSO
18.13699,17.94951,17.78129,17.731170000000002,17.32324,QSO
18.95177,17.83952,17.486520000000002,17.21654,17.084220000000002,GALAXY
18.95964,17.82094,17.38976,17.10582,16.98186,GALAXY
18.70356,16.79934,15.8509,15.40277,15.07376,GALAXY
17.79826,17.493579999999998,17.4088,17.38625,17.28098,QSO
18.49204,16.60354,15.700629999999999,15.25009,14.884689999999999,GALAXY
18.09412,16.05023,15.076189999999999,14.5838,14.23605,GALAXY
16.935979999999997,15.572370000000001,15.00905,14.65175,14.40978,GALAXY
19.407610000000002,17.951729999999998,17.46901,17.26256,17.37639,GALAXY
18.79936,17.08971,16.2414,15.84728,15.553170000000001,GALAXY
18.35083,17.192729999999997,16.69279,16.33515,16.17954,GALAXY
19.07613,18.27962,18.00998,17.61015,17.623179999999998,GALAXY
18.6523,17.47278,16.9374,16.62906,16.392139999999998,GALAXY
18.64677,17.20566,16.51438,16.102,15.80303,GALAXY
19.17119,17.90408,17.43207,17.19218,16.98602,GALAXY
19.42301,17.66806,16.83608,16.38245,16.02552,GALAXY
19.38543,17.7538,16.93284,16.48009,16.12739,GALAXY
19.437829999999998,18.64258,18.04399,17.58751,17.40309,QSO
17.74222,16.604789999999998,16.19613,16.0107,15.892560000000001,GALAXY
18.5726,16.714920000000003,15.856620000000001,15.46645,15.14644,GALAXY
18.46675,16.66035,15.82286,15.447000000000001,15.138539999999999,GALAXY
18.73859,17.69513,17.3018,17.04544,16.881120000000003,GALAXY
19.183870000000002,18.07516,17.45328,17.07374,16.84289,GALAXY
19.39954,18.012179999999997,17.31129,16.91599,16.60501,GALAXY
19.48629,18.4301,17.90485,17.55097,17.39665,GALAXY
18.822570000000002,16.74596,15.76145,15.28995,14.94715,GALAXY
18.42979,17.21114,16.54317,16.1677,15.87171,GALAXY
15.90869,14.72918,14.182,13.890070000000001,13.722010000000001,GALAXY
19.26294,18.191470000000002,17.6003,17.25054,17.061220000000002,GALAXY
19.57263,18.31054,17.581770000000002,17.13634,16.86601,GALAXY
18.68468,16.771729999999998,15.740720000000001,15.262570000000002,14.87064,GALAXY
19.22092,18.91905,18.68037,18.686629999999997,18.82088,QSO
17.09424,15.952929999999999,15.426160000000001,15.152070000000002,14.85963,GALAXY
18.43421,16.54081,15.675,15.259689999999999,14.9361,GALAXY
16.54468,14.61241,13.734739999999999,13.300229999999999,12.93914,GALAXY
19.30219,17.65701,16.87855,16.50442,16.21794,GALAXY
18.071379999999998,16.95618,16.481479999999998,16.15095,15.957410000000001,GALAXY
19.19819,17.886789999999998,17.31619,16.99385,16.7844,GALAXY
19.09112,18.67831,18.39246,18.246920000000003,17.96024,QSO
18.95553,17.669729999999998,17.13729,16.83736,16.650129999999997,GALAXY
18.82198,17.00279,16.18001,15.7258,15.43031,GALAXY
19.54671,17.63939,16.75945,16.27696,15.97095,GALAXY
19.574170000000002,17.379820000000002,16.30742,15.83983,15.424760000000001,GALAXY
19.26559,17.7583,16.96276,16.50724,16.222160000000002,GALAXY
18.61186,17.49919,17.01889,16.6918,16.52467,GALAXY
17.75791,16.53793,16.0952,15.83409,15.714889999999999,GALAXY
19.55059,18.66256,18.30955,18.124779999999998,18.28439,GALAXY
18.15525,16.97372,16.592679999999998,16.355079999999997,16.2258,GALAXY
18.55794,16.787010000000002,15.91199,15.4824,15.182720000000002,GALAXY
18.84676,17.10014,16.28633,15.86725,15.594129999999998,GALAXY
17.89634,17.08633,16.871979999999997,16.582829999999998,16.48977,GALAXY
19.5317,17.57854,16.463420000000003,16.00179,15.6308,GALAXY
19.11899,17.87773,17.34609,17.01739,16.81758,GALAXY
18.94827,17.60762,16.95962,16.603479999999998,16.38508,GALAXY
18.89484,17.581,16.97673,16.58033,16.32074,GALAXY
19.58935,17.54597,16.59269,16.14667,15.79251,GALAXY
19.12705,17.73435,16.89811,16.430310000000002,16.11714,GALAXY
19.45659,17.52747,16.67708,16.27536,15.975760000000001,GALAXY
19.191229999999997,17.9818,17.37728,17.0075,16.75313,GALAXY
19.50854,17.612379999999998,16.66375,16.25137,15.9222,GALAXY
19.45465,17.423289999999998,16.37735,15.9458,15.57971,GALAXY
19.40336,18.32609,17.88241,17.61026,17.48179,GALAXY
19.17644,17.81615,17.169610000000002,16.82372,16.6364,GALAXY
19.34551,17.33282,16.363570000000003,15.91324,15.6014,GALAXY
19.285,17.33587,16.3329,15.90049,15.59815,GALAXY
18.00326,17.14072,16.855420000000002,16.53463,16.4641,GALAXY
19.16067,18.23584,17.84903,17.59473,17.43928,GALAXY
19.436239999999998,18.042070000000002,17.284879999999998,16.867279999999997,16.5816,GALAXY
19.43468,17.59102,16.67877,16.248,15.93651,GALAXY
19.1522,17.21803,16.24829,15.824060000000001,15.48875,GALAXY
18.6739,17.554920000000003,17.123720000000002,16.77184,16.672710000000002,GALAXY
19.19763,17.607310000000002,16.84899,16.48561,16.18347,GALAXY
18.46123,16.944029999999998,16.15608,15.739989999999999,15.417539999999999,GALAXY
19.26419,17.87995,17.10792,16.70393,16.41232,GALAXY
19.59696,17.65416,16.70279,16.23862,15.907029999999999,GALAXY
17.913120000000003,16.47034,15.824489999999999,15.479220000000002,15.26759,GALAXY
19.19152,17.48904,16.46729,15.938039999999999,15.526689999999999,GALAXY
18.71942,16.86589,15.876479999999999,15.34929,14.91814,GALAXY
19.07674,17.45717,16.63235,16.185670000000002,15.83694,GALAXY
19.50133,18.016289999999998,17.20707,16.78271,16.45494,GALAXY
18.63267,17.01746,16.14424,15.69493,15.338029999999998,GALAXY
19.404239999999998,18.10301,17.57287,17.28821,16.98125,GALAXY
18.91975,18.01375,17.5269,17.18684,17.04543,GALAXY
18.47468,16.64473,15.74293,15.2983,14.955979999999998,GALAXY
18.84447,17.34238,16.81231,16.4961,16.30068,GALAXY
19.02992,17.76574,17.30894,17.04644,16.85695,GALAXY
19.38976,17.934720000000002,17.19877,16.81943,16.617520000000003,GALAXY
16.581970000000002,14.737029999999999,13.900120000000001,13.4735,13.18167,GALAXY
19.50433,18.03406,17.19878,16.81521,16.546689999999998,GALAXY
18.669320000000003,17.68654,17.28139,17.0194,16.88145,GALAXY
18.91455,18.65948,18.3564,18.21155,18.05358,QSO
19.04445,17.85183,17.40219,17.10248,16.94858,GALAXY
17.92925,16.03585,15.1059,14.62365,14.269179999999999,GALAXY
19.49397,19.24394,19.026120000000002,19.00788,18.91779,QSO
19.315,17.43903,16.524829999999998,16.101679999999998,15.749039999999999,GALAXY
19.2727,19.097479999999997,19.08774,18.85436,18.78686,QSO
19.38201,17.3109,16.289279999999998,15.83735,15.484279999999998,GALAXY
18.85024,17.08475,16.25606,15.797229999999999,15.47156,GALAXY
19.073179999999997,17.9006,17.372770000000003,17.02188,16.801820000000003,GALAXY
18.76274,17.23276,16.531579999999998,16.16605,15.913020000000001,GALAXY
18.968239999999998,17.08999,16.13653,15.727720000000001,15.365720000000001,GALAXY
19.530839999999998,18.00827,17.15902,16.66048,16.3588,GALAXY
19.59977,18.36127,17.593729999999997,17.23528,16.950470000000003,GALAXY
19.185129999999997,18.02625,17.406489999999998,17.0613,16.86658,GALAXY
19.53255,18.31942,17.77113,17.40708,17.22329,GALAXY
18.973779999999998,18.770120000000002,18.627029999999998,18.581220000000002,18.676920000000003,QSO
19.436329999999998,19.17416,19.18754,19.33713,19.2908,QSO
18.8498,16.926920000000003,15.88136,15.386320000000001,14.99054,GALAXY
18.80395,17.568579999999997,17.0099,16.683429999999998,16.44126,GALAXY
19.43083,19.192439999999998,18.91031,18.87663,18.7628,QSO
19.46469,19.27011,19.14518,18.90103,18.87394,QSO
19.46562,18.18976,17.64387,17.3351,17.22795,GALAXY
19.47373,18.37516,17.98948,17.73484,17.57695,GALAXY
18.055989999999998,16.637710000000002,15.9518,15.620579999999999,15.3703,GALAXY
19.25443,17.947020000000002,17.29836,16.91338,16.61828,GALAXY
16.547060000000002,14.63375,13.78955,13.38269,13.10784,GALAXY
19.41316,19.1875,19.09669,18.89725,18.91678,QSO
17.698970000000003,15.935070000000001,15.106639999999999,14.69626,14.396279999999999,GALAXY
17.39479,15.405610000000001,14.50293,14.0624,13.717570000000002,GALAXY
17.996779999999998,17.064429999999998,16.512620000000002,16.28275,16.09395,GALAXY
19.50209,18.29842,17.79409,17.50115,17.349439999999998,GALAXY
19.32783,17.44621,16.4378,15.99104,15.635710000000001,GALAXY
16.763820000000003,15.44599,14.8011,14.486379999999999,14.19265,GALAXY
18.750429999999998,18.43179,18.45722,18.46296,18.43674,QSO
19.30207,18.1161,17.43094,17.010839999999998,16.84855,GALAXY
17.953870000000002,16.76884,16.28104,15.94827,15.75888,GALAXY
18.54756,16.79474,16.08183,15.72879,15.453,GALAXY
19.31481,19.292270000000002,19.18816,18.82164,18.67933,QSO
19.02347,17.597260000000002,16.85916,16.46296,16.13878,GALAXY
19.2262,18.25176,17.53419,17.10673,16.850360000000002,GALAXY
19.2076,17.175539999999998,16.03043,15.53686,15.103589999999999,GALAXY
19.15498,17.59611,16.71505,16.261860000000002,15.929,GALAXY
19.2678,17.938010000000002,17.3918,17.07917,16.8343,GALAXY
19.36767,18.24205,17.6578,17.22876,17.055989999999998,GALAXY
19.54823,19.18393,18.60442,18.33703,17.94226,QSO
19.24182,18.05486,17.50536,17.25337,16.96282,GALAXY
19.364,17.93832,17.26275,16.84895,16.615389999999998,GALAXY
18.82892,18.85199,18.63424,18.69514,18.86199,QSO
19.41602,18.32154,17.65329,17.28734,17.10399,GALAXY
19.24697,17.21562,16.25715,15.8152,15.456529999999999,GALAXY
19.21805,18.10015,17.64215,17.35003,17.18221,GALAXY
19.230929999999997,17.85954,17.03444,16.6248,16.27403,GALAXY
19.575210000000002,17.64299,16.65479,16.21668,15.838610000000001,GALAXY
19.0069,16.99454,15.96815,15.532829999999999,15.157810000000001,GALAXY
18.51618,18.59229,18.94187,19.14976,19.46367,QSO
19.416929999999997,18.92807,18.88505,18.93111,18.866,QSO
17.95189,16.001739999999998,15.0862,14.61382,14.24375,GALAXY
19.38706,17.91912,17.00393,16.54638,16.21121,GALAXY
19.46305,17.757479999999997,16.95336,16.4896,16.176579999999998,GALAXY
18.20615,16.48495,15.63336,15.18374,14.849329999999998,GALAXY
19.09013,17.871029999999998,17.382360000000002,17.09424,16.94278,GALAXY
19.1171,17.77683,17.231270000000002,16.94503,16.72092,GALAXY
19.26213,19.18935,19.00251,19.00791,19.088729999999998,QSO
18.57977,17.62163,17.11895,16.74922,16.588279999999997,GALAXY
18.1643,18.123639999999998,18.08022,17.82755,17.78998,QSO
18.58972,16.720779999999998,15.810989999999999,15.40954,15.09229,GALAXY
18.51124,17.3364,16.74928,16.39935,16.16951,GALAXY
18.84411,17.72379,17.339270000000003,17.09672,16.89335,GALAXY
18.43995,18.25098,18.29659,18.217029999999998,18.20461,QSO
19.30816,18.07276,17.28458,16.84835,16.5754,GALAXY
18.87304,16.969160000000002,15.98,15.54181,15.18847,GALAXY
18.99025,17.1742,16.36225,15.99049,15.813889999999999,GALAXY
18.912779999999998,17.11831,16.19421,15.7258,15.31971,GALAXY
16.49297,14.621820000000001,13.799179999999998,13.3949,13.07702,GALAXY
18.826,17.266070000000003,16.395889999999998,15.88464,15.51058,GALAXY
18.157970000000002,16.82062,16.26824,15.91671,15.760760000000001,GALAXY
19.453329999999998,17.4855,16.521520000000002,16.0686,15.70178,GALAXY
19.29089,17.365489999999998,16.46281,16.02798,15.70951,GALAXY
18.9639,18.93299,18.756870000000003,18.78906,18.88455,QSO
19.57185,18.32824,17.65155,17.24547,17.01414,GALAXY
17.14311,15.860779999999998,15.21047,14.826929999999999,14.57271,GALAXY
19.34423,18.06546,17.59788,17.264429999999997,17.13746,GALAXY
19.37078,18.08249,17.5033,17.13787,16.940910000000002,GALAXY
19.530179999999998,18.42727,18.23178,18.16637,17.867620000000002,QSO
19.51557,17.80884,16.953039999999998,16.552210000000002,16.26611,GALAXY
19.3474,18.16658,17.56983,17.22321,17.0413,GALAXY
19.40924,18.195339999999998,17.60591,17.26324,17.05463,GALAXY
16.75089,14.6543,13.778960000000001,13.38391,13.03539,GALAXY
18.36829,17.44693,17.17703,16.898770000000003,16.76008,GALAXY
19.0637,17.21735,16.26446,15.79222,15.43321,GALAXY
18.87256,17.52212,16.91977,16.524620000000002,16.3106,GALAXY
17.27423,15.916670000000002,15.23332,14.83521,14.53081,GALAXY
17.24033,16.11052,15.495920000000002,15.11028,14.836689999999999,GALAXY
19.358179999999997,17.36606,16.34359,15.837370000000002,15.43643,GALAXY
18.89647,17.04895,16.1781,15.74264,15.3954,GALAXY
18.938,17.82159,17.4301,17.18675,17.014570000000003,GALAXY
18.42725,17.73998,17.34962,16.99783,16.96929,GALAXY
18.584789999999998,17.39989,16.91079,16.59069,16.404410000000002,GALAXY
18.92436,17.24517,16.40394,16.01144,15.723889999999999,GALAXY
17.11434,15.886,15.576279999999999,15.39471,15.31375,GALAXY
19.1804,18.00695,17.450210000000002,17.075039999999998,16.8583,GALAXY
18.99827,17.13203,16.18328,15.72158,15.32126,GALAXY
19.18811,17.48266,16.651310000000002,16.20962,15.827820000000001,GALAXY
19.10416,17.07226,16.10401,15.6445,15.28314,GALAXY
18.46175,16.50731,15.567770000000001,15.13306,14.786489999999999,GALAXY
19.42132,18.1759,17.42878,17.00273,16.74888,GALAXY
18.59248,16.95,16.131079999999997,15.688970000000001,15.3334,GALAXY
19.58687,19.08323,18.96474,18.93234,18.74942,QSO
18.462429999999998,17.20812,16.581570000000003,16.20562,15.97685,GALAXY
18.76015,17.73711,17.35661,17.06312,16.93744,GALAXY
19.29488,18.04286,17.43901,17.07265,16.84055,GALAXY
18.490070000000003,16.57089,15.4939,15.328439999999999,14.652460000000001,GALAXY
18.947010000000002,17.242639999999998,16.412110000000002,15.99774,15.645920000000002,GALAXY
19.24462,17.23095,16.18981,15.702739999999999,15.3514,GALAXY
19.2768,17.98236,17.29616,16.92305,16.64687,GALAXY
19.446839999999998,19.33677,19.25806,18.91302,18.92491,QSO
19.14602,17.43242,16.59244,16.1854,15.88175,GALAXY
18.49132,18.11958,17.92909,17.97786,17.94625,QSO
19.22583,17.50535,16.65885,16.21309,15.848529999999998,GALAXY
18.85753,17.41421,16.68605,16.23011,15.910670000000001,GALAXY
19.40481,18.305329999999998,17.90703,17.62957,17.47276,GALAXY
19.56889,17.610429999999997,16.466929999999998,15.99986,15.635110000000001,GALAXY
18.22428,16.98208,16.365,16.02121,15.78055,GALAXY
19.55506,19.13465,18.72038,18.67561,18.27454,GALAXY
19.120620000000002,17.7743,17.06277,16.67938,16.36758,GALAXY
17.0519,15.6231,14.95219,14.62964,14.34878,GALAXY
17.74636,15.918429999999999,15.09189,14.68741,14.38512,GALAXY
19.371579999999998,18.08418,17.55601,17.27833,17.0085,GALAXY
19.4281,18.07788,17.20619,16.77486,16.49533,QSO
17.89874,16.59855,15.971789999999999,15.622620000000001,15.349429999999998,GALAXY
19.05731,17.92067,17.439989999999998,17.0802,16.93968,GALAXY
18.74329,18.5012,18.398310000000002,18.23765,18.33381,QSO
19.07602,17.11585,16.1714,15.711829999999999,15.374989999999999,GALAXY
19.50591,17.532989999999998,16.623520000000003,16.20543,15.870410000000001,GALAXY
18.482110000000002,18.38346,18.26755,18.00479,17.88198,QSO
17.84076,17.346729999999997,17.320120000000003,17.2794,17.25874,QSO
19.43621,17.4773,16.57858,16.15447,15.804120000000001,GALAXY
17.50724,16.53717,16.24159,16.1198,16.03968,GALAXY
18.58465,17.217489999999998,16.56491,16.20478,15.9611,GALAXY
19.259629999999998,17.850270000000002,17.13614,16.69174,16.43628,GALAXY
19.37281,18.02913,17.43468,17.05611,16.838070000000002,GALAXY
19.09362,17.91059,17.43221,17.13476,16.94029,GALAXY
19.25319,17.77272,17.03941,16.63299,16.333579999999998,GALAXY
17.41311,17.0068,16.9952,16.84261,16.94533,QSO
19.36463,17.67045,16.76705,16.3286,15.96846,GALAXY
19.075129999999998,18.0497,17.657329999999998,17.40089,17.25957,GALAXY
18.17555,16.91113,16.32256,15.9924,15.7359,GALAXY
18.20036,16.90931,16.3644,16.02904,15.820829999999999,GALAXY
19.34655,17.73607,16.86524,16.45639,16.164279999999998,GALAXY
18.88104,17.837120000000002,17.39803,17.100170000000002,16.99296,GALAXY
18.37257,16.516679999999997,15.70805,15.317039999999999,14.973820000000002,GALAXY
19.178739999999998,17.15512,16.15231,15.73835,15.361289999999999,GALAXY
17.845670000000002,16.423379999999998,15.752770000000002,15.394020000000001,15.101379999999999,GALAXY
19.06224,17.7767,17.29371,17.01549,16.75001,GALAXY
18.33825,18.174210000000002,18.03624,18.07881,17.92466,QSO
19.568189999999998,18.41021,18.02583,17.74629,17.678739999999998,GALAXY
18.7977,17.35688,16.50346,16.062910000000002,15.704479999999998,GALAXY
18.77222,17.20423,16.47421,16.04308,15.729120000000002,GALAXY
19.21809,17.70018,16.99183,16.62339,16.32559,GALAXY
18.86785,18.47776,18.38164,18.50027,18.42703,QSO
19.2568,17.899810000000002,17.22385,16.805529999999997,16.526429999999998,GALAXY
17.94271,16.31249,15.525529999999998,15.102479999999998,14.80986,GALAXY
19.44225,18.18993,17.66714,17.34721,17.27101,GALAXY
18.93424,18.04859,17.89997,17.7237,17.63757,GALAXY
19.158929999999998,17.99194,17.59003,17.30901,17.10756,GALAXY
19.43435,18.07675,17.59071,17.344089999999998,17.181729999999998,GALAXY
17.87758,17.494220000000002,17.64227,17.5004,17.560010000000002,QSO
18.90503,19.04619,18.63598,18.58384,18.71376,QSO
18.68982,16.92172,16.05975,15.625110000000001,15.269870000000001,GALAXY
18.43298,16.14515,15.094389999999999,14.619520000000001,14.284170000000001,GALAXY
19.02018,17.675620000000002,16.8753,16.4522,16.085620000000002,GALAXY
18.50979,16.37154,15.39228,14.94871,14.61244,GALAXY
18.93836,17.53335,16.870929999999998,16.44589,16.1273,GALAXY
19.39149,17.60021,16.64408,16.19645,15.85777,GALAXY
18.99515,17.7679,17.209970000000002,16.82171,16.559260000000002,GALAXY
19.4726,17.39886,16.38286,15.940779999999998,15.566939999999999,GALAXY
19.55996,17.73293,16.837310000000002,16.424210000000002,16.09105,GALAXY
18.11417,17.01727,16.47017,16.15383,15.916670000000002,GALAXY
18.93543,18.710720000000002,18.34918,18.26032,17.84125,QSO
19.52352,17.91621,17.311239999999998,17.02469,16.82251,GALAXY
16.750629999999997,14.80388,13.90586,13.47525,13.115210000000001,GALAXY
19.05992,17.821839999999998,17.215310000000002,16.8091,16.42004,GALAXY
19.19629,19.16687,19.17815,18.917370000000002,18.98649,QSO
18.985229999999998,17.71902,17.038529999999998,16.66299,16.41708,GALAXY
18.9698,17.19484,16.36198,15.947320000000001,15.62609,GALAXY
18.78792,17.025370000000002,16.21354,15.82405,15.537370000000001,GALAXY
17.92861,16.84487,16.40118,16.070610000000002,15.94334,GALAXY
19.521060000000002,18.1445,17.49113,17.06577,16.79877,GALAXY
19.47644,18.40656,17.91025,17.5142,17.45042,GALAXY
18.63889,17.33474,16.76845,16.4596,16.23558,GALAXY
17.63713,16.26285,15.641810000000001,15.31935,15.02571,GALAXY
18.857310000000002,17.27235,16.47808,16.00047,15.64511,GALAXY
19.04964,17.82113,17.36526,17.13099,16.99509,GALAXY
19.54035,18.2195,17.43195,17.07357,16.80135,GALAXY
19.41144,19.22883,19.15315,18.96904,18.75478,QSO
17.31643,15.29744,14.40998,13.982370000000001,13.648179999999998,GALAXY
